HbO,1,1	HbR,1,1	HbT,1,1	HbO,1,2	HbR,1,2	HbT,1,2	HbO,1,3	HbR,1,3	HbT,1,3	HbO,2,2	HbR,2,2	HbT,2,2	HbO,2,4	HbR,2,4	HbT,2,4	HbO,3,1	HbR,3,1	HbT,3,1	HbO,3,3	HbR,3,3	HbT,3,3	HbO,4,2	HbR,4,2	HbT,4,2	HbO,4,3	HbR,4,3	HbT,4,3	HbO,4,4	HbR,4,4	HbT,4,4	HbO,5,5	HbR,5,5	HbT,5,5	HbO,5,6	HbR,5,6	HbT,5,6	HbO,5,7	HbR,5,7	HbT,5,7	HbO,6,6	HbR,6,6	HbT,6,6	HbO,6,8	HbR,6,8	HbT,6,8	HbO,7,5	HbR,7,5	HbT,7,5	HbO,7,7	HbR,7,7	HbT,7,7	HbO,8,6	HbR,8,6	HbT,8,6	HbO,8,7	HbR,8,7	HbT,8,7	HbO,8,8	HbR,8,8	HbT,8,8	
-2.667e-06	-1.8467e-06	-4.5136e-06	-1.4592e-06	-2.1827e-07	-1.6775e-06	-3.1295e-06	-1.4407e-06	-4.5702e-06	-1.7612e-06	-1.1701e-06	-2.9312e-06	-2.384e-07	3.3658e-07	9.8171e-08	2.7224e-07	-4.7746e-07	-2.0522e-07	-3.32e-07	-4.844e-07	-8.164e-07	2.193e-06	3.9677e-07	2.5898e-06	-2.8099e-06	-1.1107e-06	-3.9206e-06	-1.972e-06	-5.0112e-07	-2.4731e-06	-9.6545e-07	-5.3176e-07	-1.4972e-06	-3.9338e-07	-4.2829e-07	-8.2168e-07	-1.6526e-07	-6.6999e-07	-8.3525e-07	-2.2433e-06	-4.6629e-07	-2.7096e-06	-3.3593e-07	1.9432e-07	-1.4161e-07	-1.4033e-06	-4.788e-07	-1.8821e-06	-2.8787e-07	-6.6962e-07	-9.575e-07	1.8131e-07	-1.2619e-06	-1.0806e-06	7.2934e-08	-9.346e-07	-8.6166e-07	-2.301e-07	-4.5211e-07	-6.822e-07
-2.6609e-06	-1.8438e-06	-4.5048e-06	-1.4552e-06	-2.1824e-07	-1.6735e-06	-3.1218e-06	-1.4387e-06	-4.5605e-06	-1.752e-06	-1.1679e-06	-2.9199e-06	-2.3958e-07	3.3547e-07	9.589e-08	2.7447e-07	-4.7692e-07	-2.0244e-07	-3.2826e-07	-4.8156e-07	-8.0981e-07	2.194e-06	3.9552e-07	2.5895e-06	-2.7985e-06	-1.1091e-06	-3.9075e-06	-1.969e-06	-5.0124e-07	-2.4702e-06	-9.6016e-07	-5.323e-07	-1.4925e-06	-3.8646e-07	-4.2826e-07	-8.1472e-07	-1.601e-07	-6.711e-07	-8.312e-07	-2.238e-06	-4.654e-07	-2.7034e-06	-3.372e-07	1.9425e-07	-1.4296e-07	-1.397e-06	-4.7863e-07	-1.8756e-06	-2.8616e-07	-6.688e-07	-9.5496e-07	1.867e-07	-1.2612e-06	-1.0745e-06	7.592e-08	-9.3487e-07	-8.5895e-07	-2.2771e-07	-4.5261e-07	-6.8032e-07
-2.6548e-06	-1.841e-06	-4.4958e-06	-1.4512e-06	-2.1819e-07	-1.6694e-06	-3.1139e-06	-1.4367e-06	-4.5506e-06	-1.7429e-06	-1.1657e-06	-2.9085e-06	-2.4075e-07	3.3436e-07	9.3607e-08	2.7674e-07	-4.7637e-07	-1.9963e-07	-3.2449e-07	-4.7871e-07	-8.0319e-07	2.1949e-06	3.9426e-07	2.5892e-06	-2.7869e-06	-1.1074e-06	-3.8943e-06	-1.9659e-06	-5.0136e-07	-2.4673e-06	-9.5484e-07	-5.3284e-07	-1.4877e-06	-3.7952e-07	-4.2823e-07	-8.0775e-07	-1.5494e-07	-6.7221e-07	-8.2715e-07	-2.2328e-06	-4.645e-07	-2.6973e-06	-3.3847e-07	1.9416e-07	-1.4431e-07	-1.3906e-06	-4.7846e-07	-1.8691e-06	-2.8444e-07	-6.6796e-07	-9.5241e-07	1.9208e-07	-1.2606e-06	-1.0685e-06	7.8907e-08	-9.3513e-07	-8.5623e-07	-2.253e-07	-4.5312e-07	-6.7842e-07
-2.6486e-06	-1.8381e-06	-4.4868e-06	-1.4471e-06	-2.1814e-07	-1.6652e-06	-3.106e-06	-1.4347e-06	-4.5407e-06	-1.7337e-06	-1.1635e-06	-2.8971e-06	-2.419e-07	3.3323e-07	9.1322e-08	2.7903e-07	-4.7582e-07	-1.9679e-07	-3.2069e-07	-4.7585e-07	-7.9654e-07	2.1958e-06	3.9298e-07	2.5888e-06	-2.7753e-06	-1.1057e-06	-3.881e-06	-1.9628e-06	-5.0147e-07	-2.4643e-06	-9.4948e-07	-5.3338e-07	-1.4829e-06	-3.7256e-07	-4.282e-07	-8.0075e-07	-1.4976e-07	-6.7331e-07	-8.2308e-07	-2.2274e-06	-4.636e-07	-2.691e-06	-3.3974e-07	1.9407e-07	-1.4568e-07	-1.3842e-06	-4.7828e-07	-1.8625e-06	-2.8271e-07	-6.6712e-07	-9.4983e-07	1.9747e-07	-1.2599e-06	-1.0624e-06	8.1896e-08	-9.3539e-07	-8.5349e-07	-2.2287e-07	-4.5364e-07	-6.7651e-07
-2.6424e-06	-1.8352e-06	-4.4776e-06	-1.443e-06	-2.1807e-07	-1.661e-06	-3.098e-06	-1.4326e-06	-4.5306e-06	-1.7244e-06	-1.1612e-06	-2.8856e-06	-2.4304e-07	3.3208e-07	8.9036e-08	2.8135e-07	-4.7527e-07	-1.9392e-07	-3.1686e-07	-4.73e-07	-7.8986e-07	2.1967e-06	3.9169e-07	2.5883e-06	-2.7636e-06	-1.104e-06	-3.8676e-06	-1.9596e-06	-5.0158e-07	-2.4612e-06	-9.4409e-07	-5.3392e-07	-1.478e-06	-3.6558e-07	-4.2816e-07	-7.9374e-07	-1.4458e-07	-6.7442e-07	-8.19e-07	-2.2221e-06	-4.627e-07	-2.6848e-06	-3.4101e-07	1.9396e-07	-1.4705e-07	-1.3777e-06	-4.7809e-07	-1.8558e-06	-2.8096e-07	-6.6627e-07	-9.4724e-07	2.0284e-07	-1.2592e-06	-1.0564e-06	8.4887e-08	-9.3563e-07	-8.5074e-07	-2.2042e-07	-4.5417e-07	-6.7459e-07
-2.636e-06	-1.8322e-06	-4.4682e-06	-1.4388e-06	-2.1799e-07	-1.6568e-06	-3.0899e-06	-1.4305e-06	-4.5205e-06	-1.7151e-06	-1.159e-06	-2.8741e-06	-2.4417e-07	3.3092e-07	8.6749e-08	2.837e-07	-4.7471e-07	-1.9102e-07	-3.1301e-07	-4.7014e-07	-7.8315e-07	2.1975e-06	3.9038e-07	2.5879e-06	-2.7518e-06	-1.1023e-06	-3.8541e-06	-1.9563e-06	-5.0168e-07	-2.458e-06	-9.3868e-07	-5.3446e-07	-1.4731e-06	-3.5858e-07	-4.2812e-07	-7.867e-07	-1.3939e-07	-6.7552e-07	-8.1491e-07	-2.2167e-06	-4.618e-07	-2.6785e-06	-3.4227e-07	1.9384e-07	-1.4843e-07	-1.3712e-06	-4.779e-07	-1.8491e-06	-2.7921e-07	-6.6541e-07	-9.4462e-07	2.0821e-07	-1.2585e-06	-1.0503e-06	8.788e-08	-9.3587e-07	-8.4799e-07	-2.1794e-07	-4.5471e-07	-6.7265e-07
-2.6296e-06	-1.8292e-06	-4.4588e-06	-1.4346e-06	-2.1791e-07	-1.6525e-06	-3.0818e-06	-1.4284e-06	-4.5102e-06	-1.7057e-06	-1.1568e-06	-2.8625e-06	-2.4529e-07	3.2975e-07	8.446e-08	2.8607e-07	-4.7416e-07	-1.8809e-07	-3.0912e-07	-4.6729e-07	-7.7641e-07	2.1983e-06	3.8905e-07	2.5874e-06	-2.74e-06	-1.1006e-06	-3.8406e-06	-1.953e-06	-5.0178e-07	-2.4548e-06	-9.3323e-07	-5.3499e-07	-1.4682e-06	-3.5157e-07	-4.2808e-07	-7.7965e-07	-1.3419e-07	-6.7662e-07	-8.1081e-07	-2.2112e-06	-4.6089e-07	-2.6721e-06	-3.4353e-07	1.9371e-07	-1.4983e-07	-1.3646e-06	-4.7771e-07	-1.8423e-06	-2.7744e-07	-6.6454e-07	-9.4198e-07	2.1357e-07	-1.2578e-06	-1.0442e-06	9.0874e-08	-9.3609e-07	-8.4522e-07	-2.1544e-07	-4.5527e-07	-6.707e-07
-2.6231e-06	-1.8262e-06	-4.4493e-06	-1.4303e-06	-2.1781e-07	-1.6481e-06	-3.0736e-06	-1.4263e-06	-4.4999e-06	-1.6963e-06	-1.1545e-06	-2.8508e-06	-2.4639e-07	3.2856e-07	8.2171e-08	2.8847e-07	-4.736e-07	-1.8512e-07	-3.0522e-07	-4.6443e-07	-7.6964e-07	2.1991e-06	3.8771e-07	2.5868e-06	-2.728e-06	-1.0988e-06	-3.8269e-06	-1.9496e-06	-5.0188e-07	-2.4514e-06	-9.2776e-07	-5.3553e-07	-1.4633e-06	-3.4454e-07	-4.2804e-07	-7.7258e-07	-1.2898e-07	-6.7772e-07	-8.067e-07	-2.2057e-06	-4.5998e-07	-2.6657e-06	-3.4479e-07	1.9356e-07	-1.5123e-07	-1.358e-06	-4.7751e-07	-1.8355e-06	-2.7565e-07	-6.6367e-07	-9.3932e-07	2.1893e-07	-1.2571e-06	-1.0382e-06	9.3871e-08	-9.3631e-07	-8.4244e-07	-2.1291e-07	-4.5583e-07	-6.6874e-07
-2.6165e-06	-1.8231e-06	-4.4396e-06	-1.426e-06	-2.1771e-07	-1.6437e-06	-3.0653e-06	-1.4241e-06	-4.4894e-06	-1.6869e-06	-1.1523e-06	-2.8391e-06	-2.4748e-07	3.2736e-07	7.988e-08	2.9091e-07	-4.7304e-07	-1.8213e-07	-3.0128e-07	-4.6157e-07	-7.6285e-07	2.1998e-06	3.8636e-07	2.5862e-06	-2.716e-06	-1.0971e-06	-3.8131e-06	-1.9461e-06	-5.0198e-07	-2.4481e-06	-9.2225e-07	-5.3606e-07	-1.4583e-06	-3.375e-07	-4.28e-07	-7.655e-07	-1.2376e-07	-6.7882e-07	-8.0258e-07	-2.2002e-06	-4.5907e-07	-2.6593e-06	-3.4605e-07	1.934e-07	-1.5264e-07	-1.3513e-06	-4.7731e-07	-1.8286e-06	-2.7386e-07	-6.6278e-07	-9.3664e-07	2.2428e-07	-1.2564e-06	-1.0321e-06	9.6869e-08	-9.3652e-07	-8.3966e-07	-2.1037e-07	-4.5641e-07	-6.6677e-07
-2.6098e-06	-1.82e-06	-4.4298e-06	-1.4217e-06	-2.176e-07	-1.6393e-06	-3.0569e-06	-1.4219e-06	-4.4789e-06	-1.6774e-06	-1.15e-06	-2.8273e-06	-2.4855e-07	3.2614e-07	7.7589e-08	2.9337e-07	-4.7248e-07	-1.7911e-07	-2.9732e-07	-4.5871e-07	-7.5603e-07	2.2006e-06	3.8499e-07	2.5856e-06	-2.7039e-06	-1.0953e-06	-3.7992e-06	-1.9425e-06	-5.0207e-07	-2.4446e-06	-9.1671e-07	-5.3659e-07	-1.4533e-06	-3.3044e-07	-4.2796e-07	-7.584e-07	-1.1854e-07	-6.7992e-07	-7.9846e-07	-2.1946e-06	-4.5815e-07	-2.6528e-06	-3.473e-07	1.9324e-07	-1.5407e-07	-1.3446e-06	-4.771e-07	-1.8217e-06	-2.7205e-07	-6.6189e-07	-9.3394e-07	2.2963e-07	-1.2556e-06	-1.026e-06	9.9869e-08	-9.3673e-07	-8.3686e-07	-2.0779e-07	-4.5699e-07	-6.6479e-07
-2.6031e-06	-1.8169e-06	-4.4199e-06	-1.4173e-06	-2.1747e-07	-1.6348e-06	-3.0485e-06	-1.4197e-06	-4.4682e-06	-1.6678e-06	-1.1477e-06	-2.8155e-06	-2.4962e-07	3.2491e-07	7.5297e-08	2.9586e-07	-4.7191e-07	-1.7606e-07	-2.9333e-07	-4.5585e-07	-7.4918e-07	2.2013e-06	3.8361e-07	2.5849e-06	-2.6918e-06	-1.0935e-06	-3.7853e-06	-1.9389e-06	-5.0216e-07	-2.4411e-06	-9.1115e-07	-5.3712e-07	-1.4483e-06	-3.2336e-07	-4.2791e-07	-7.5128e-07	-1.1331e-07	-6.8102e-07	-7.9432e-07	-2.189e-06	-4.5724e-07	-2.6463e-06	-3.4855e-07	1.9305e-07	-1.555e-07	-1.3378e-06	-4.769e-07	-1.8147e-06	-2.7023e-07	-6.6099e-07	-9.3122e-07	2.3497e-07	-1.2549e-06	-1.0199e-06	1.0287e-07	-9.3692e-07	-8.3405e-07	-2.052e-07	-4.5759e-07	-6.6279e-07
-2.5963e-06	-1.8137e-06	-4.4099e-06	-1.4129e-06	-2.1734e-07	-1.6303e-06	-3.04e-06	-1.4175e-06	-4.4575e-06	-1.6583e-06	-1.1454e-06	-2.8037e-06	-2.5066e-07	3.2367e-07	7.3004e-08	2.9838e-07	-4.7135e-07	-1.7297e-07	-2.8932e-07	-4.5298e-07	-7.423e-07	2.202e-06	3.8221e-07	2.5842e-06	-2.6795e-06	-1.0917e-06	-3.7712e-06	-1.9352e-06	-5.0225e-07	-2.4375e-06	-9.0556e-07	-5.3764e-07	-1.4432e-06	-3.1628e-07	-4.2787e-07	-7.4415e-07	-1.0807e-07	-6.8211e-07	-7.9018e-07	-2.1834e-06	-4.5632e-07	-2.6397e-06	-3.498e-07	1.9286e-07	-1.5694e-07	-1.3309e-06	-4.7668e-07	-1.8076e-06	-2.684e-07	-6.6009e-07	-9.2849e-07	2.403e-07	-1.2541e-06	-1.0138e-06	1.0587e-07	-9.3711e-07	-8.3124e-07	-2.0258e-07	-4.582e-07	-6.6078e-07
-2.5894e-06	-1.8105e-06	-4.3998e-06	-1.4085e-06	-2.172e-07	-1.6257e-06	-3.0314e-06	-1.4152e-06	-4.4467e-06	-1.6486e-06	-1.1431e-06	-2.7917e-06	-2.517e-07	3.2241e-07	7.0711e-08	3.0092e-07	-4.7078e-07	-1.6986e-07	-2.8527e-07	-4.5012e-07	-7.354e-07	2.2026e-06	3.8079e-07	2.5834e-06	-2.6672e-06	-1.0898e-06	-3.7571e-06	-1.9315e-06	-5.0234e-07	-2.4338e-06	-8.9994e-07	-5.3817e-07	-1.4381e-06	-3.0917e-07	-4.2782e-07	-7.37e-07	-1.0282e-07	-6.8321e-07	-7.8603e-07	-2.1777e-06	-4.554e-07	-2.6331e-06	-3.5104e-07	1.9265e-07	-1.5839e-07	-1.3241e-06	-4.7647e-07	-1.8005e-06	-2.6656e-07	-6.5917e-07	-9.2573e-07	2.4563e-07	-1.2533e-06	-1.0077e-06	1.0888e-07	-9.3729e-07	-8.2841e-07	-1.9994e-07	-4.5882e-07	-6.5876e-07
-2.5824e-06	-1.8072e-06	-4.3896e-06	-1.404e-06	-2.1705e-07	-1.621e-06	-3.0228e-06	-1.4129e-06	-4.4357e-06	-1.639e-06	-1.1408e-06	-2.7798e-06	-2.5272e-07	3.2114e-07	6.8418e-08	3.035e-07	-4.7022e-07	-1.6672e-07	-2.8121e-07	-4.4726e-07	-7.2847e-07	2.2032e-06	3.7937e-07	2.5826e-06	-2.6549e-06	-1.088e-06	-3.7428e-06	-1.9276e-06	-5.0242e-07	-2.43e-06	-8.9429e-07	-5.3869e-07	-1.433e-06	-3.0206e-07	-4.2778e-07	-7.2983e-07	-9.7563e-08	-6.843e-07	-7.8187e-07	-2.1719e-06	-4.5448e-07	-2.6264e-06	-3.5229e-07	1.9243e-07	-1.5985e-07	-1.3171e-06	-4.7625e-07	-1.7934e-06	-2.647e-07	-6.5825e-07	-9.2295e-07	2.5095e-07	-1.2526e-06	-1.0016e-06	1.1189e-07	-9.3746e-07	-8.2558e-07	-1.9728e-07	-4.5945e-07	-6.5673e-07
-2.5753e-06	-1.8039e-06	-4.3793e-06	-1.3995e-06	-2.1689e-07	-1.6164e-06	-3.0141e-06	-1.4106e-06	-4.4247e-06	-1.6293e-06	-1.1385e-06	-2.7677e-06	-2.5373e-07	3.1985e-07	6.6125e-08	3.061e-07	-4.6965e-07	-1.6355e-07	-2.7711e-07	-4.444e-07	-7.2152e-07	2.2038e-06	3.7792e-07	2.5818e-06	-2.6424e-06	-1.0861e-06	-3.7285e-06	-1.9237e-06	-5.025e-07	-2.4262e-06	-8.8861e-07	-5.3922e-07	-1.4278e-06	-2.9493e-07	-4.2773e-07	-7.2266e-07	-9.2301e-08	-6.854e-07	-7.777e-07	-2.1662e-06	-4.5356e-07	-2.6197e-06	-3.5352e-07	1.922e-07	-1.6132e-07	-1.3101e-06	-4.7602e-07	-1.7862e-06	-2.6283e-07	-6.5732e-07	-9.2015e-07	2.5626e-07	-1.2518e-06	-9.9552e-07	1.1489e-07	-9.3763e-07	-8.2273e-07	-1.9459e-07	-4.601e-07	-6.5469e-07
-2.5682e-06	-1.8006e-06	-4.3688e-06	-1.3949e-06	-2.1672e-07	-1.6116e-06	-3.0053e-06	-1.4083e-06	-4.4136e-06	-1.6196e-06	-1.1361e-06	-2.7557e-06	-2.5472e-07	3.1855e-07	6.3831e-08	3.0873e-07	-4.6908e-07	-1.6034e-07	-2.7299e-07	-4.4154e-07	-7.1454e-07	2.2044e-06	3.7646e-07	2.5809e-06	-2.6299e-06	-1.0842e-06	-3.7141e-06	-1.9198e-06	-5.0258e-07	-2.4223e-06	-8.8291e-07	-5.3974e-07	-1.4226e-06	-2.8779e-07	-4.2768e-07	-7.1547e-07	-8.7033e-08	-6.8649e-07	-7.7352e-07	-2.1603e-06	-4.5263e-07	-2.613e-06	-3.5476e-07	1.9196e-07	-1.628e-07	-1.3031e-06	-4.758e-07	-1.7789e-06	-2.6095e-07	-6.5639e-07	-9.1734e-07	2.6157e-07	-1.251e-06	-9.8942e-07	1.179e-07	-9.3778e-07	-8.1988e-07	-1.9189e-07	-4.6076e-07	-6.5264e-07
-2.561e-06	-1.7973e-06	-4.3582e-06	-1.3903e-06	-2.1655e-07	-1.6069e-06	-2.9965e-06	-1.406e-06	-4.4024e-06	-1.6098e-06	-1.1338e-06	-2.7436e-06	-2.557e-07	3.1723e-07	6.1538e-08	3.114e-07	-4.6851e-07	-1.5711e-07	-2.6885e-07	-4.3869e-07	-7.0753e-07	2.205e-06	3.7499e-07	2.5799e-06	-2.6173e-06	-1.0823e-06	-3.6996e-06	-1.9157e-06	-5.0266e-07	-2.4184e-06	-8.7718e-07	-5.4026e-07	-1.4174e-06	-2.8063e-07	-4.2764e-07	-7.0827e-07	-8.1758e-08	-6.8759e-07	-7.6934e-07	-2.1545e-06	-4.5171e-07	-2.6062e-06	-3.5599e-07	1.917e-07	-1.6429e-07	-1.296e-06	-4.7557e-07	-1.7716e-06	-2.5906e-07	-6.5545e-07	-9.145e-07	2.6687e-07	-1.2502e-06	-9.8332e-07	1.2091e-07	-9.3793e-07	-8.1702e-07	-1.8915e-07	-4.6142e-07	-6.5058e-07
-2.5537e-06	-1.7939e-06	-4.3476e-06	-1.3857e-06	-2.1636e-07	-1.602e-06	-2.9875e-06	-1.4036e-06	-4.3911e-06	-1.6e-06	-1.1314e-06	-2.7314e-06	-2.5666e-07	3.1591e-07	5.9245e-08	3.1409e-07	-4.6794e-07	-1.5385e-07	-2.6468e-07	-4.3583e-07	-7.0051e-07	2.2055e-06	3.735e-07	2.579e-06	-2.6047e-06	-1.0804e-06	-3.6851e-06	-1.9116e-06	-5.0273e-07	-2.4144e-06	-8.7142e-07	-5.4078e-07	-1.4122e-06	-2.7347e-07	-4.2759e-07	-7.0105e-07	-7.6477e-08	-6.8868e-07	-7.6516e-07	-2.1486e-06	-4.5078e-07	-2.5994e-06	-3.5722e-07	1.9143e-07	-1.6579e-07	-1.2889e-06	-4.7533e-07	-1.7642e-06	-2.5715e-07	-6.545e-07	-9.1165e-07	2.7216e-07	-1.2494e-06	-9.7722e-07	1.2393e-07	-9.3808e-07	-8.1415e-07	-1.864e-07	-4.621e-07	-6.485e-07
-2.5464e-06	-1.7904e-06	-4.3368e-06	-1.381e-06	-2.1617e-07	-1.5972e-06	-2.9786e-06	-1.4012e-06	-4.3798e-06	-1.5901e-06	-1.1291e-06	-2.7192e-06	-2.5761e-07	3.1456e-07	5.6952e-08	3.1681e-07	-4.6737e-07	-1.5056e-07	-2.6048e-07	-4.3298e-07	-6.9346e-07	2.206e-06	3.72e-07	2.578e-06	-2.5919e-06	-1.0785e-06	-3.6704e-06	-1.9075e-06	-5.0281e-07	-2.4103e-06	-8.6564e-07	-5.413e-07	-1.4069e-06	-2.6629e-07	-4.2754e-07	-6.9383e-07	-7.119e-08	-6.8977e-07	-7.6096e-07	-2.1427e-06	-4.4986e-07	-2.5925e-06	-3.5845e-07	1.9115e-07	-1.673e-07	-1.2817e-06	-4.751e-07	-1.7568e-06	-2.5523e-07	-6.5355e-07	-9.0878e-07	2.7744e-07	-1.2486e-06	-9.7112e-07	1.2694e-07	-9.3821e-07	-8.1127e-07	-1.8362e-07	-4.628e-07	-6.4642e-07
-2.5389e-06	-1.787e-06	-4.3259e-06	-1.3763e-06	-2.1597e-07	-1.5922e-06	-2.9695e-06	-1.3988e-06	-4.3683e-06	-1.5802e-06	-1.1267e-06	-2.7069e-06	-2.5855e-07	3.1321e-07	5.466e-08	3.1955e-07	-4.668e-07	-1.4724e-07	-2.5626e-07	-4.3013e-07	-6.8638e-07	2.2065e-06	3.7048e-07	2.5769e-06	-2.5792e-06	-1.0765e-06	-3.6557e-06	-1.9032e-06	-5.0288e-07	-2.4061e-06	-8.5983e-07	-5.4182e-07	-1.4017e-06	-2.591e-07	-4.2749e-07	-6.8659e-07	-6.5897e-08	-6.9087e-07	-7.5676e-07	-2.1367e-06	-4.4893e-07	-2.5856e-06	-3.5967e-07	1.9085e-07	-1.6881e-07	-1.2745e-06	-4.7486e-07	-1.7494e-06	-2.533e-07	-6.5259e-07	-9.0589e-07	2.8272e-07	-1.2477e-06	-9.6502e-07	1.2996e-07	-9.3834e-07	-8.0839e-07	-1.8082e-07	-4.635e-07	-6.4432e-07
-2.5314e-06	-1.7835e-06	-4.3149e-06	-1.3715e-06	-2.1576e-07	-1.5873e-06	-2.9604e-06	-1.3964e-06	-4.3568e-06	-1.5703e-06	-1.1243e-06	-2.6946e-06	-2.5947e-07	3.1184e-07	5.2369e-08	3.2233e-07	-4.6623e-07	-1.439e-07	-2.5201e-07	-4.2728e-07	-6.7929e-07	2.2069e-06	3.6895e-07	2.5759e-06	-2.5663e-06	-1.0746e-06	-3.6409e-06	-1.8989e-06	-5.0295e-07	-2.4019e-06	-8.54e-07	-5.4234e-07	-1.3963e-06	-2.519e-07	-4.2744e-07	-6.7935e-07	-6.0599e-08	-6.9196e-07	-7.5256e-07	-2.1307e-06	-4.4801e-07	-2.5787e-06	-3.6089e-07	1.9055e-07	-1.7034e-07	-1.2673e-06	-4.7462e-07	-1.7419e-06	-2.5136e-07	-6.5162e-07	-9.0298e-07	2.8799e-07	-1.2469e-06	-9.5892e-07	1.3297e-07	-9.3847e-07	-8.0549e-07	-1.78e-07	-4.6422e-07	-6.4222e-07
-2.5239e-06	-1.78e-06	-4.3039e-06	-1.3667e-06	-2.1554e-07	-1.5823e-06	-2.9512e-06	-1.3939e-06	-4.3451e-06	-1.5603e-06	-1.122e-06	-2.6823e-06	-2.6038e-07	3.1045e-07	5.0078e-08	3.2514e-07	-4.6566e-07	-1.4052e-07	-2.4774e-07	-4.2443e-07	-6.7217e-07	2.2073e-06	3.674e-07	2.5747e-06	-2.5534e-06	-1.0726e-06	-3.626e-06	-1.8945e-06	-5.0302e-07	-2.3976e-06	-8.4814e-07	-5.4285e-07	-1.391e-06	-2.447e-07	-4.2739e-07	-6.7209e-07	-5.5295e-08	-6.9305e-07	-7.4835e-07	-2.1246e-06	-4.4708e-07	-2.5717e-06	-3.621e-07	1.9023e-07	-1.7187e-07	-1.2599e-06	-4.7438e-07	-1.7343e-06	-2.494e-07	-6.5065e-07	-9.0005e-07	2.9326e-07	-1.2461e-06	-9.5282e-07	1.3599e-07	-9.3858e-07	-8.0259e-07	-1.7515e-07	-4.6495e-07	-6.401e-07
-2.5162e-06	-1.7765e-06	-4.2927e-06	-1.3619e-06	-2.1532e-07	-1.5772e-06	-2.942e-06	-1.3914e-06	-4.3334e-06	-1.5503e-06	-1.1196e-06	-2.6699e-06	-2.6127e-07	3.0906e-07	4.7788e-08	3.2797e-07	-4.6509e-07	-1.3712e-07	-2.4344e-07	-4.2159e-07	-6.6503e-07	2.2078e-06	3.6584e-07	2.5736e-06	-2.5404e-06	-1.0706e-06	-3.611e-06	-1.8901e-06	-5.0309e-07	-2.3932e-06	-8.4226e-07	-5.4337e-07	-1.3856e-06	-2.3748e-07	-4.2735e-07	-6.6483e-07	-4.9986e-08	-6.9414e-07	-7.4413e-07	-2.1186e-06	-4.4616e-07	-2.5647e-06	-3.6331e-07	1.8989e-07	-1.7342e-07	-1.2526e-06	-4.7413e-07	-1.7267e-06	-2.4744e-07	-6.4968e-07	-8.9711e-07	2.9851e-07	-1.2452e-06	-9.4672e-07	1.3901e-07	-9.387e-07	-7.9969e-07	-1.7228e-07	-4.657e-07	-6.3798e-07
-2.5085e-06	-1.7729e-06	-4.2814e-06	-1.357e-06	-2.1508e-07	-1.5721e-06	-2.9327e-06	-1.3889e-06	-4.3216e-06	-1.5403e-06	-1.1172e-06	-2.6575e-06	-2.6215e-07	3.0765e-07	4.55e-08	3.3084e-07	-4.6452e-07	-1.3368e-07	-2.3912e-07	-4.1875e-07	-6.5787e-07	2.2081e-06	3.6426e-07	2.5724e-06	-2.5274e-06	-1.0686e-06	-3.596e-06	-1.8856e-06	-5.0316e-07	-2.3888e-06	-8.3635e-07	-5.4388e-07	-1.3802e-06	-2.3026e-07	-4.273e-07	-6.5755e-07	-4.4673e-08	-6.9524e-07	-7.3991e-07	-2.1124e-06	-4.4523e-07	-2.5577e-06	-3.6452e-07	1.8954e-07	-1.7497e-07	-1.2452e-06	-4.7388e-07	-1.7191e-06	-2.4545e-07	-6.4869e-07	-8.9415e-07	3.0376e-07	-1.2444e-06	-9.4062e-07	1.4203e-07	-9.388e-07	-7.9677e-07	-1.6939e-07	-4.6645e-07	-6.3584e-07
-2.5007e-06	-1.7693e-06	-4.27e-06	-1.3521e-06	-2.1484e-07	-1.567e-06	-2.9233e-06	-1.3864e-06	-4.3097e-06	-1.5302e-06	-1.1148e-06	-2.645e-06	-2.6301e-07	3.0622e-07	4.3212e-08	3.3373e-07	-4.6395e-07	-1.3022e-07	-2.3477e-07	-4.1591e-07	-6.5068e-07	2.2085e-06	3.6267e-07	2.5712e-06	-2.5143e-06	-1.0666e-06	-3.5809e-06	-1.881e-06	-5.0322e-07	-2.3843e-06	-8.3042e-07	-5.444e-07	-1.3748e-06	-2.2302e-07	-4.2725e-07	-6.5027e-07	-3.9354e-08	-6.9633e-07	-7.3569e-07	-2.1063e-06	-4.4431e-07	-2.5506e-06	-3.6572e-07	1.8919e-07	-1.7653e-07	-1.2377e-06	-4.7363e-07	-1.7114e-06	-2.4346e-07	-6.4771e-07	-8.9117e-07	3.09e-07	-1.2435e-06	-9.3453e-07	1.4505e-07	-9.389e-07	-7.9385e-07	-1.6648e-07	-4.6722e-07	-6.337e-07
