HbO,1,1	HbR,1,1	HbT,1,1	HbO,1,2	HbR,1,2	HbT,1,2	HbO,1,3	HbR,1,3	HbT,1,3	HbO,2,2	HbR,2,2	HbT,2,2	HbO,2,4	HbR,2,4	HbT,2,4	HbO,3,1	HbR,3,1	HbT,3,1	HbO,3,3	HbR,3,3	HbT,3,3	HbO,4,2	HbR,4,2	HbT,4,2	HbO,4,3	HbR,4,3	HbT,4,3	HbO,4,4	HbR,4,4	HbT,4,4	HbO,5,5	HbR,5,5	HbT,5,5	HbO,5,6	HbR,5,6	HbT,5,6	HbO,5,7	HbR,5,7	HbT,5,7	HbO,6,6	HbR,6,6	HbT,6,6	HbO,6,8	HbR,6,8	HbT,6,8	HbO,7,5	HbR,7,5	HbT,7,5	HbO,7,7	HbR,7,7	HbT,7,7	HbO,8,6	HbR,8,6	HbT,8,6	HbO,8,7	HbR,8,7	HbT,8,7	HbO,8,8	HbR,8,8	HbT,8,8	
-3.9179e-07	-1.1585e-06	-1.5503e-06	-1.2861e-07	-2.0871e-07	-3.3732e-07	-9.0232e-07	-1.0666e-06	-1.9689e-06	1.5438e-07	-8.422e-07	-6.8782e-07	-5.8335e-08	-9.5993e-08	-1.5433e-07	1.4348e-06	-5.6066e-07	8.7416e-07	6.555e-07	-2.5253e-07	4.0297e-07	2.1376e-06	-7.359e-08	2.064e-06	-2.1556e-07	-8.1081e-07	-1.0264e-06	-4.5144e-07	-6.4911e-07	-1.1006e-06	2.3656e-07	-6.4207e-07	-4.0551e-07	7.3815e-07	-4.4932e-07	2.8883e-07	6.9318e-07	-9.4264e-07	-2.4946e-07	-9.6966e-07	-4.3133e-07	-1.401e-06	-5.1666e-07	-1.0226e-07	-6.1892e-07	4.8283e-07	-5.8256e-07	-9.9735e-08	2.4739e-07	-6.0485e-07	-3.5746e-07	1.0406e-06	-1.2171e-06	-1.765e-07	5.8615e-07	-1.0237e-06	-4.3754e-07	6.1096e-07	-9.1642e-07	-3.0546e-07
-3.8541e-07	-1.159e-06	-1.5444e-06	-1.2549e-07	-2.0934e-07	-3.3483e-07	-8.9905e-07	-1.0677e-06	-1.9667e-06	1.5532e-07	-8.4285e-07	-6.8753e-07	-5.5884e-08	-9.7146e-08	-1.5303e-07	1.4407e-06	-5.6247e-07	8.7822e-07	6.5651e-07	-2.5448e-07	4.0203e-07	2.1376e-06	-7.4678e-08	2.0629e-06	-2.148e-07	-8.118e-07	-1.0266e-06	-4.4793e-07	-6.5067e-07	-1.0986e-06	2.3774e-07	-6.4217e-07	-4.0443e-07	7.3722e-07	-4.4939e-07	2.8783e-07	6.9241e-07	-9.4357e-07	-2.5116e-07	-9.6962e-07	-4.3233e-07	-1.402e-06	-5.1712e-07	-1.0382e-07	-6.2094e-07	4.8737e-07	-5.8436e-07	-9.6995e-08	2.4865e-07	-6.0605e-07	-3.574e-07	1.041e-06	-1.2184e-06	-1.7742e-07	5.8622e-07	-1.0248e-06	-4.3859e-07	6.1325e-07	-9.1918e-07	-3.0593e-07
-3.7911e-07	-1.1595e-06	-1.5386e-06	-1.2243e-07	-2.0997e-07	-3.324e-07	-8.9588e-07	-1.0688e-06	-1.9647e-06	1.5617e-07	-8.4351e-07	-6.8734e-07	-5.343e-08	-9.8283e-08	-1.5171e-07	1.4466e-06	-5.6429e-07	8.8226e-07	6.5748e-07	-2.5645e-07	4.0103e-07	2.1376e-06	-7.5746e-08	2.0619e-06	-2.1417e-07	-8.1282e-07	-1.027e-06	-4.4449e-07	-6.5222e-07	-1.0967e-06	2.3886e-07	-6.4225e-07	-4.0339e-07	7.3623e-07	-4.4945e-07	2.8678e-07	6.9158e-07	-9.4449e-07	-2.529e-07	-9.6965e-07	-4.3335e-07	-1.403e-06	-5.1758e-07	-1.0538e-07	-6.2296e-07	4.9185e-07	-5.8617e-07	-9.4322e-08	2.4988e-07	-6.0725e-07	-3.5737e-07	1.0414e-06	-1.2198e-06	-1.7839e-07	5.8627e-07	-1.0259e-06	-4.3966e-07	6.155e-07	-9.2193e-07	-3.0643e-07
-3.7287e-07	-1.16e-06	-1.5329e-06	-1.1942e-07	-2.106e-07	-3.3002e-07	-8.9279e-07	-1.07e-06	-1.9628e-06	1.5693e-07	-8.4418e-07	-6.8725e-07	-5.0972e-08	-9.9403e-08	-1.5037e-07	1.4524e-06	-5.6612e-07	8.8628e-07	6.5839e-07	-2.5844e-07	3.9995e-07	2.1376e-06	-7.6794e-08	2.0608e-06	-2.1367e-07	-8.1385e-07	-1.0275e-06	-4.4111e-07	-6.5378e-07	-1.0949e-06	2.3994e-07	-6.4233e-07	-4.024e-07	7.3517e-07	-4.495e-07	2.8567e-07	6.9071e-07	-9.454e-07	-2.5469e-07	-9.6975e-07	-4.3436e-07	-1.4041e-06	-5.1804e-07	-1.0693e-07	-6.2497e-07	4.9627e-07	-5.8798e-07	-9.1716e-08	2.511e-07	-6.0846e-07	-3.5736e-07	1.0417e-06	-1.2211e-06	-1.794e-07	5.863e-07	-1.0271e-06	-4.4075e-07	6.1773e-07	-9.2468e-07	-3.0695e-07
-3.6671e-07	-1.1606e-06	-1.5273e-06	-1.1646e-07	-2.1123e-07	-3.2769e-07	-8.898e-07	-1.0712e-06	-1.961e-06	1.5761e-07	-8.4487e-07	-6.8726e-07	-4.8511e-08	-1.0051e-07	-1.4902e-07	1.4582e-06	-5.6795e-07	8.9028e-07	6.5926e-07	-2.6045e-07	3.9881e-07	2.1376e-06	-7.7821e-08	2.0598e-06	-2.1329e-07	-8.149e-07	-1.0282e-06	-4.378e-07	-6.5535e-07	-1.0931e-06	2.4097e-07	-6.4241e-07	-4.0144e-07	7.3405e-07	-4.4955e-07	2.845e-07	6.8978e-07	-9.463e-07	-2.5653e-07	-9.6992e-07	-4.3538e-07	-1.4053e-06	-5.1849e-07	-1.0847e-07	-6.2696e-07	5.0063e-07	-5.898e-07	-8.9177e-08	2.523e-07	-6.0968e-07	-3.5738e-07	1.042e-06	-1.2225e-06	-1.8046e-07	5.8631e-07	-1.0282e-06	-4.4187e-07	6.1992e-07	-9.2742e-07	-3.0749e-07
-3.6061e-07	-1.1612e-06	-1.5218e-06	-1.1355e-07	-2.1186e-07	-3.2541e-07	-8.8689e-07	-1.0724e-06	-1.9593e-06	1.582e-07	-8.4557e-07	-6.8736e-07	-4.6047e-08	-1.0159e-07	-1.4764e-07	1.464e-06	-5.6979e-07	8.9425e-07	6.6008e-07	-2.6248e-07	3.976e-07	2.1376e-06	-7.8827e-08	2.0588e-06	-2.1303e-07	-8.1597e-07	-1.029e-06	-4.3456e-07	-6.5691e-07	-1.0915e-06	2.4195e-07	-6.4247e-07	-4.0052e-07	7.3287e-07	-4.496e-07	2.8327e-07	6.8879e-07	-9.472e-07	-2.584e-07	-9.7017e-07	-4.3641e-07	-1.4066e-06	-5.1895e-07	-1.1e-07	-6.2895e-07	5.0493e-07	-5.9163e-07	-8.6703e-08	2.5348e-07	-6.1091e-07	-3.5743e-07	1.0423e-06	-1.2239e-06	-1.8157e-07	5.8629e-07	-1.0293e-06	-4.4301e-07	6.2209e-07	-9.3015e-07	-3.0806e-07
-3.5459e-07	-1.1618e-06	-1.5164e-06	-1.1068e-07	-2.1249e-07	-3.2318e-07	-8.8408e-07	-1.0736e-06	-1.9577e-06	1.5871e-07	-8.4628e-07	-6.8757e-07	-4.3579e-08	-1.0266e-07	-1.4624e-07	1.4698e-06	-5.7163e-07	8.982e-07	6.6084e-07	-2.6452e-07	3.9632e-07	2.1376e-06	-7.9813e-08	2.0578e-06	-2.129e-07	-8.1705e-07	-1.03e-06	-4.3138e-07	-6.5848e-07	-1.0899e-06	2.4288e-07	-6.4253e-07	-3.9964e-07	7.3164e-07	-4.4964e-07	2.8199e-07	6.8776e-07	-9.4809e-07	-2.6033e-07	-9.7049e-07	-4.3744e-07	-1.4079e-06	-5.1941e-07	-1.1152e-07	-6.3092e-07	5.0917e-07	-5.9347e-07	-8.4296e-08	2.5464e-07	-6.1214e-07	-3.575e-07	1.0426e-06	-1.2253e-06	-1.8273e-07	5.8626e-07	-1.0304e-06	-4.4417e-07	6.2422e-07	-9.3287e-07	-3.0865e-07
-3.4863e-07	-1.1625e-06	-1.5111e-06	-1.0787e-07	-2.1313e-07	-3.21e-07	-8.8136e-07	-1.0748e-06	-1.9562e-06	1.5913e-07	-8.47e-07	-6.8787e-07	-4.1109e-08	-1.0372e-07	-1.4483e-07	1.4756e-06	-5.7348e-07	9.0212e-07	6.6156e-07	-2.6658e-07	3.9498e-07	2.1376e-06	-8.0778e-08	2.0568e-06	-2.129e-07	-8.1816e-07	-1.0311e-06	-4.2827e-07	-6.6004e-07	-1.0883e-06	2.4377e-07	-6.4258e-07	-3.9881e-07	7.3033e-07	-4.4968e-07	2.8065e-07	6.8667e-07	-9.4897e-07	-2.623e-07	-9.7088e-07	-4.3847e-07	-1.4093e-06	-5.1986e-07	-1.1303e-07	-6.3289e-07	5.1336e-07	-5.9531e-07	-8.1954e-08	2.5578e-07	-6.1338e-07	-3.576e-07	1.0428e-06	-1.2267e-06	-1.8394e-07	5.8621e-07	-1.0316e-06	-4.4535e-07	6.2632e-07	-9.3558e-07	-3.0926e-07
-3.4275e-07	-1.1632e-06	-1.5059e-06	-1.0511e-07	-2.1376e-07	-3.1888e-07	-8.7872e-07	-1.0761e-06	-1.9548e-06	1.5947e-07	-8.4774e-07	-6.8827e-07	-3.8637e-08	-1.0475e-07	-1.4339e-07	1.4814e-06	-5.7534e-07	9.0602e-07	6.6223e-07	-2.6866e-07	3.9357e-07	2.1376e-06	-8.1723e-08	2.0558e-06	-2.1301e-07	-8.1927e-07	-1.0323e-06	-4.2522e-07	-6.6161e-07	-1.0868e-06	2.4461e-07	-6.4262e-07	-3.9801e-07	7.2897e-07	-4.4972e-07	2.7925e-07	6.8553e-07	-9.4984e-07	-2.6431e-07	-9.7134e-07	-4.395e-07	-1.4108e-06	-5.2032e-07	-1.1453e-07	-6.3485e-07	5.1748e-07	-5.9716e-07	-7.9677e-08	2.5691e-07	-6.1463e-07	-3.5772e-07	1.0429e-06	-1.2281e-06	-1.8519e-07	5.8615e-07	-1.0327e-06	-4.4655e-07	6.284e-07	-9.3828e-07	-3.0989e-07
-3.3693e-07	-1.1639e-06	-1.5008e-06	-1.024e-07	-2.144e-07	-3.168e-07	-8.7618e-07	-1.0774e-06	-1.9536e-06	1.5972e-07	-8.4849e-07	-6.8876e-07	-3.6162e-08	-1.0577e-07	-1.4193e-07	1.4871e-06	-5.7721e-07	9.099e-07	6.6285e-07	-2.7076e-07	3.921e-07	2.1376e-06	-8.2647e-08	2.0549e-06	-2.1326e-07	-8.2041e-07	-1.0337e-06	-4.2224e-07	-6.6318e-07	-1.0854e-06	2.4541e-07	-6.4265e-07	-3.9724e-07	7.2755e-07	-4.4975e-07	2.778e-07	6.8433e-07	-9.507e-07	-2.6637e-07	-9.7188e-07	-4.4054e-07	-1.4124e-06	-5.2077e-07	-1.1602e-07	-6.3679e-07	5.2155e-07	-5.9902e-07	-7.7465e-08	2.5801e-07	-6.1588e-07	-3.5787e-07	1.0431e-06	-1.2295e-06	-1.8649e-07	5.8606e-07	-1.0338e-06	-4.4777e-07	6.3044e-07	-9.4098e-07	-3.1054e-07
-3.3118e-07	-1.1646e-06	-1.4958e-06	-9.9743e-08	-2.1503e-07	-3.1477e-07	-8.7373e-07	-1.0787e-06	-1.9524e-06	1.5989e-07	-8.4925e-07	-6.8935e-07	-3.3685e-08	-1.0677e-07	-1.4046e-07	1.4928e-06	-5.7907e-07	9.1376e-07	6.6343e-07	-2.7287e-07	3.9056e-07	2.1375e-06	-8.355e-08	2.054e-06	-2.1362e-07	-8.2156e-07	-1.0352e-06	-4.1933e-07	-6.6476e-07	-1.0841e-06	2.4616e-07	-6.4268e-07	-3.9652e-07	7.2607e-07	-4.4978e-07	2.7629e-07	6.8309e-07	-9.5156e-07	-2.6848e-07	-9.7248e-07	-4.4158e-07	-1.4141e-06	-5.2123e-07	-1.175e-07	-6.3873e-07	5.2556e-07	-6.0088e-07	-7.5318e-08	2.591e-07	-6.1714e-07	-3.5804e-07	1.0431e-06	-1.231e-06	-1.8783e-07	5.8595e-07	-1.035e-06	-4.4901e-07	6.3245e-07	-9.4366e-07	-3.1121e-07
-3.2551e-07	-1.1654e-06	-1.4909e-06	-9.7133e-08	-2.1567e-07	-3.128e-07	-8.7136e-07	-1.08e-06	-1.9514e-06	1.5998e-07	-8.5002e-07	-6.9004e-07	-3.1207e-08	-1.0776e-07	-1.3897e-07	1.4985e-06	-5.8095e-07	9.1758e-07	6.6395e-07	-2.75e-07	3.8895e-07	2.1375e-06	-8.4432e-08	2.0531e-06	-2.141e-07	-8.2272e-07	-1.0368e-06	-4.1648e-07	-6.6633e-07	-1.0828e-06	2.4686e-07	-6.427e-07	-3.9583e-07	7.2452e-07	-4.4981e-07	2.7472e-07	6.8179e-07	-9.5241e-07	-2.7062e-07	-9.7315e-07	-4.4262e-07	-1.4158e-06	-5.2168e-07	-1.1897e-07	-6.4065e-07	5.2952e-07	-6.0275e-07	-7.3234e-08	2.6017e-07	-6.1841e-07	-3.5824e-07	1.0432e-06	-1.2324e-06	-1.8923e-07	5.8582e-07	-1.0361e-06	-4.5027e-07	6.3443e-07	-9.4634e-07	-3.1191e-07
-3.199e-07	-1.1662e-06	-1.4861e-06	-9.4574e-08	-2.163e-07	-3.1088e-07	-8.6909e-07	-1.0814e-06	-1.9504e-06	1.5998e-07	-8.508e-07	-6.9081e-07	-2.8727e-08	-1.0873e-07	-1.3746e-07	1.5042e-06	-5.8283e-07	9.2139e-07	6.6442e-07	-2.7715e-07	3.8728e-07	2.1375e-06	-8.5293e-08	2.0522e-06	-2.1471e-07	-8.2391e-07	-1.0386e-06	-4.137e-07	-6.679e-07	-1.0816e-06	2.4752e-07	-6.427e-07	-3.9519e-07	7.2292e-07	-4.4983e-07	2.731e-07	6.8043e-07	-9.5325e-07	-2.7282e-07	-9.739e-07	-4.4366e-07	-1.4176e-06	-5.2213e-07	-1.2043e-07	-6.4256e-07	5.3341e-07	-6.0463e-07	-7.1215e-08	2.6122e-07	-6.1968e-07	-3.5846e-07	1.0432e-06	-1.2339e-06	-1.9066e-07	5.8568e-07	-1.0372e-06	-4.5155e-07	6.3638e-07	-9.49e-07	-3.1262e-07
-3.1436e-07	-1.1671e-06	-1.4814e-06	-9.2066e-08	-2.1694e-07	-3.09e-07	-8.669e-07	-1.0827e-06	-1.9496e-06	1.599e-07	-8.5159e-07	-6.9169e-07	-2.6245e-08	-1.0968e-07	-1.3593e-07	1.5099e-06	-5.8471e-07	9.2517e-07	6.6485e-07	-2.7931e-07	3.8555e-07	2.1375e-06	-8.6134e-08	2.0513e-06	-2.1544e-07	-8.251e-07	-1.0405e-06	-4.1098e-07	-6.6948e-07	-1.0805e-06	2.4813e-07	-6.4271e-07	-3.9457e-07	7.2126e-07	-4.4984e-07	2.7142e-07	6.7903e-07	-9.5408e-07	-2.7505e-07	-9.7471e-07	-4.4471e-07	-1.4194e-06	-5.2258e-07	-1.2188e-07	-6.4446e-07	5.3725e-07	-6.0651e-07	-6.9259e-08	2.6226e-07	-6.2096e-07	-3.587e-07	1.0432e-06	-1.2353e-06	-1.9215e-07	5.8552e-07	-1.0384e-06	-4.5284e-07	6.383e-07	-9.5166e-07	-3.1336e-07
-3.0889e-07	-1.168e-06	-1.4768e-06	-8.9607e-08	-2.1757e-07	-3.0718e-07	-8.648e-07	-1.0841e-06	-1.9489e-06	1.5974e-07	-8.5239e-07	-6.9265e-07	-2.3763e-08	-1.1062e-07	-1.3438e-07	1.5155e-06	-5.866e-07	9.2893e-07	6.6523e-07	-2.8148e-07	3.8375e-07	2.1375e-06	-8.6954e-08	2.0505e-06	-2.1628e-07	-8.2631e-07	-1.0426e-06	-4.0833e-07	-6.7105e-07	-1.0794e-06	2.487e-07	-6.427e-07	-3.94e-07	7.1954e-07	-4.4985e-07	2.6968e-07	6.7757e-07	-9.5491e-07	-2.7733e-07	-9.7559e-07	-4.4576e-07	-1.4214e-06	-5.2304e-07	-1.2332e-07	-6.4635e-07	5.4103e-07	-6.0839e-07	-6.7365e-08	2.6327e-07	-6.2224e-07	-3.5897e-07	1.0431e-06	-1.2368e-06	-1.9368e-07	5.8534e-07	-1.0395e-06	-4.5415e-07	6.4018e-07	-9.543e-07	-3.1412e-07
-3.0349e-07	-1.1689e-06	-1.4723e-06	-8.7199e-08	-2.182e-07	-3.054e-07	-8.6278e-07	-1.0855e-06	-1.9483e-06	1.595e-07	-8.532e-07	-6.937e-07	-2.128e-08	-1.1153e-07	-1.3281e-07	1.5212e-06	-5.885e-07	9.3266e-07	6.6556e-07	-2.8367e-07	3.8188e-07	2.1374e-06	-8.7753e-08	2.0497e-06	-2.1724e-07	-8.2754e-07	-1.0448e-06	-4.0574e-07	-6.7263e-07	-1.0784e-06	2.4922e-07	-6.4268e-07	-3.9346e-07	7.1776e-07	-4.4986e-07	2.6789e-07	6.7607e-07	-9.5572e-07	-2.7966e-07	-9.7655e-07	-4.4681e-07	-1.4234e-06	-5.2349e-07	-1.2474e-07	-6.4823e-07	5.4475e-07	-6.1028e-07	-6.5535e-08	2.6427e-07	-6.2353e-07	-3.5926e-07	1.043e-06	-1.2383e-06	-1.9525e-07	5.8514e-07	-1.0406e-06	-4.5549e-07	6.4204e-07	-9.5693e-07	-3.1489e-07
-2.9816e-07	-1.1698e-06	-1.4679e-06	-8.4841e-08	-2.1883e-07	-3.0367e-07	-8.6085e-07	-1.0869e-06	-1.9477e-06	1.5917e-07	-8.5403e-07	-6.9485e-07	-1.8796e-08	-1.1244e-07	-1.3123e-07	1.5268e-06	-5.904e-07	9.3637e-07	6.6584e-07	-2.8588e-07	3.7996e-07	2.1374e-06	-8.8531e-08	2.0489e-06	-2.1833e-07	-8.2878e-07	-1.0471e-06	-4.0322e-07	-6.742e-07	-1.0774e-06	2.497e-07	-6.4266e-07	-3.9296e-07	7.1591e-07	-4.4987e-07	2.6605e-07	6.7451e-07	-9.5653e-07	-2.8202e-07	-9.7757e-07	-4.4786e-07	-1.4254e-06	-5.2393e-07	-1.2616e-07	-6.5009e-07	5.4841e-07	-6.1218e-07	-6.3766e-08	2.6525e-07	-6.2483e-07	-3.5957e-07	1.0429e-06	-1.2398e-06	-1.9687e-07	5.8493e-07	-1.0418e-06	-4.5683e-07	6.4386e-07	-9.5955e-07	-3.1569e-07
-2.9289e-07	-1.1707e-06	-1.4636e-06	-8.2534e-08	-2.1946e-07	-3.02e-07	-8.5901e-07	-1.0883e-06	-1.9473e-06	1.5877e-07	-8.5486e-07	-6.9609e-07	-1.6311e-08	-1.1332e-07	-1.2963e-07	1.5323e-06	-5.923e-07	9.4005e-07	6.6607e-07	-2.881e-07	3.7797e-07	2.1374e-06	-8.9288e-08	2.0481e-06	-2.1952e-07	-8.3003e-07	-1.0496e-06	-4.0077e-07	-6.7577e-07	-1.0765e-06	2.5013e-07	-6.4263e-07	-3.925e-07	7.1402e-07	-4.4987e-07	2.6415e-07	6.7289e-07	-9.5733e-07	-2.8443e-07	-9.7866e-07	-4.4891e-07	-1.4276e-06	-5.2438e-07	-1.2757e-07	-6.5195e-07	5.5202e-07	-6.1408e-07	-6.206e-08	2.6621e-07	-6.2612e-07	-3.5991e-07	1.0427e-06	-1.2412e-06	-1.9853e-07	5.8469e-07	-1.0429e-06	-4.582e-07	6.4566e-07	-9.6216e-07	-3.1651e-07
-2.877e-07	-1.1717e-06	-1.4594e-06	-8.0276e-08	-2.2009e-07	-3.0037e-07	-8.5726e-07	-1.0897e-06	-1.947e-06	1.5828e-07	-8.557e-07	-6.9741e-07	-1.3826e-08	-1.1419e-07	-1.2801e-07	1.5379e-06	-5.9421e-07	9.4371e-07	6.6625e-07	-2.9033e-07	3.7592e-07	2.1373e-06	-9.0025e-08	2.0473e-06	-2.2084e-07	-8.3129e-07	-1.0521e-06	-3.9838e-07	-6.7735e-07	-1.0757e-06	2.5052e-07	-6.4259e-07	-3.9207e-07	7.1206e-07	-4.4986e-07	2.622e-07	6.7123e-07	-9.5812e-07	-2.8689e-07	-9.7981e-07	-4.4996e-07	-1.4298e-06	-5.2483e-07	-1.2896e-07	-6.5379e-07	5.5557e-07	-6.1599e-07	-6.0414e-08	2.6716e-07	-6.2743e-07	-3.6027e-07	1.0425e-06	-1.2427e-06	-2.0024e-07	5.8444e-07	-1.044e-06	-4.5958e-07	6.4742e-07	-9.6476e-07	-3.1734e-07
-2.8257e-07	-1.1727e-06	-1.4553e-06	-7.8069e-08	-2.2072e-07	-2.9878e-07	-8.5558e-07	-1.0912e-06	-1.9468e-06	1.5772e-07	-8.5655e-07	-6.9883e-07	-1.1342e-08	-1.1504e-07	-1.2638e-07	1.5435e-06	-5.9612e-07	9.4734e-07	6.6639e-07	-2.9258e-07	3.7381e-07	2.1373e-06	-9.0741e-08	2.0465e-06	-2.2227e-07	-8.3257e-07	-1.0548e-06	-3.9605e-07	-6.7892e-07	-1.075e-06	2.5087e-07	-6.4254e-07	-3.9167e-07	7.1004e-07	-4.4985e-07	2.6019e-07	6.6952e-07	-9.589e-07	-2.8938e-07	-9.8104e-07	-4.5102e-07	-1.4321e-06	-5.2528e-07	-1.3034e-07	-6.5562e-07	5.5907e-07	-6.179e-07	-5.8829e-08	2.6809e-07	-6.2873e-07	-3.6065e-07	1.0423e-06	-1.2442e-06	-2.0199e-07	5.8418e-07	-1.0452e-06	-4.6097e-07	6.4915e-07	-9.6735e-07	-3.182e-07
-2.7751e-07	-1.1738e-06	-1.4513e-06	-7.5911e-08	-2.2134e-07	-2.9725e-07	-8.54e-07	-1.0927e-06	-1.9467e-06	1.5707e-07	-8.574e-07	-7.0033e-07	-8.8574e-09	-1.1587e-07	-1.2473e-07	1.549e-06	-5.9803e-07	9.5095e-07	6.6648e-07	-2.9484e-07	3.7164e-07	2.1372e-06	-9.1435e-08	2.0458e-06	-2.2381e-07	-8.3386e-07	-1.0577e-06	-3.9379e-07	-6.8049e-07	-1.0743e-06	2.5117e-07	-6.4249e-07	-3.9131e-07	7.0797e-07	-4.4984e-07	2.5813e-07	6.6775e-07	-9.5967e-07	-2.9192e-07	-9.8233e-07	-4.5207e-07	-1.4344e-06	-5.2572e-07	-1.3172e-07	-6.5744e-07	5.6251e-07	-6.1981e-07	-5.7305e-08	2.69e-07	-6.3004e-07	-3.6105e-07	1.042e-06	-1.2458e-06	-2.0379e-07	5.8389e-07	-1.0463e-06	-4.6238e-07	6.5085e-07	-9.6992e-07	-3.1907e-07
-2.7252e-07	-1.1748e-06	-1.4473e-06	-7.3804e-08	-2.2196e-07	-2.9577e-07	-8.5249e-07	-1.0941e-06	-1.9466e-06	1.5635e-07	-8.5827e-07	-7.0192e-07	-6.3735e-09	-1.1669e-07	-1.2306e-07	1.5545e-06	-5.9995e-07	9.5453e-07	6.6652e-07	-2.9712e-07	3.694e-07	2.1372e-06	-9.2109e-08	2.0451e-06	-2.2547e-07	-8.3516e-07	-1.0606e-06	-3.9159e-07	-6.8206e-07	-1.0737e-06	2.5144e-07	-6.4242e-07	-3.9099e-07	7.0584e-07	-4.4982e-07	2.5602e-07	6.6593e-07	-9.6043e-07	-2.945e-07	-9.8369e-07	-4.5313e-07	-1.4368e-06	-5.2617e-07	-1.3308e-07	-6.5924e-07	5.6589e-07	-6.2173e-07	-5.5841e-08	2.6989e-07	-6.3136e-07	-3.6147e-07	1.0416e-06	-1.2473e-06	-2.0563e-07	5.836e-07	-1.0474e-06	-4.6381e-07	6.5252e-07	-9.7249e-07	-3.1996e-07
-2.6759e-07	-1.1759e-06	-1.4435e-06	-7.1746e-08	-2.2258e-07	-2.9433e-07	-8.5107e-07	-1.0956e-06	-1.9467e-06	1.5555e-07	-8.5915e-07	-7.036e-07	-3.8904e-09	-1.1749e-07	-1.2138e-07	1.56e-06	-6.0187e-07	9.5809e-07	6.6651e-07	-2.994e-07	3.6711e-07	2.1371e-06	-9.2763e-08	2.0444e-06	-2.2724e-07	-8.3648e-07	-1.0637e-06	-3.8946e-07	-6.8363e-07	-1.0731e-06	2.5165e-07	-6.4235e-07	-3.907e-07	7.0365e-07	-4.498e-07	2.5385e-07	6.6406e-07	-9.6119e-07	-2.9712e-07	-9.8512e-07	-4.5419e-07	-1.4393e-06	-5.2661e-07	-1.3442e-07	-6.6104e-07	5.6921e-07	-6.2365e-07	-5.4436e-08	2.7077e-07	-6.3267e-07	-3.6191e-07	1.0413e-06	-1.2488e-06	-2.0751e-07	5.8328e-07	-1.0485e-06	-4.6525e-07	6.5416e-07	-9.7504e-07	-3.2087e-07
-2.6274e-07	-1.177e-06	-1.4398e-06	-6.9739e-08	-2.232e-07	-2.9294e-07	-8.4973e-07	-1.0971e-06	-1.9469e-06	1.5467e-07	-8.6003e-07	-7.0536e-07	-1.4081e-09	-1.1827e-07	-1.1968e-07	1.5654e-06	-6.0379e-07	9.6162e-07	6.6646e-07	-3.017e-07	3.6475e-07	2.1371e-06	-9.3395e-08	2.0437e-06	-2.2912e-07	-8.378e-07	-1.0669e-06	-3.8739e-07	-6.852e-07	-1.0726e-06	2.5183e-07	-6.4227e-07	-3.9044e-07	7.0141e-07	-4.4977e-07	2.5163e-07	6.6215e-07	-9.6193e-07	-2.9978e-07	-9.8661e-07	-4.5524e-07	-1.4418e-06	-5.2706e-07	-1.3576e-07	-6.6282e-07	5.7248e-07	-6.2557e-07	-5.3091e-08	2.7162e-07	-6.34e-07	-3.6237e-07	1.0409e-06	-1.2503e-06	-2.0943e-07	5.8295e-07	-1.0497e-06	-4.667e-07	6.5577e-07	-9.7757e-07	-3.218e-07
-2.5795e-07	-1.1782e-06	-1.4361e-06	-6.7781e-08	-2.2381e-07	-2.916e-07	-8.4848e-07	-1.0987e-06	-1.9471e-06	1.5371e-07	-8.6092e-07	-7.072e-07	1.073e-09	-1.1904e-07	-1.1796e-07	1.5708e-06	-6.0572e-07	9.6512e-07	6.6635e-07	-3.0401e-07	3.6234e-07	2.137e-06	-9.4007e-08	2.043e-06	-2.3112e-07	-8.3914e-07	-1.0703e-06	-3.8539e-07	-6.8676e-07	-1.0721e-06	2.5196e-07	-6.4218e-07	-3.9022e-07	6.991e-07	-4.4974e-07	2.4936e-07	6.6018e-07	-9.6267e-07	-3.0249e-07	-9.8816e-07	-4.563e-07	-1.4445e-06	-5.275e-07	-1.3709e-07	-6.6458e-07	5.757e-07	-6.275e-07	-5.1804e-08	2.7247e-07	-6.3532e-07	-3.6285e-07	1.0405e-06	-1.2519e-06	-2.1139e-07	5.826e-07	-1.0508e-06	-4.6817e-07	6.5735e-07	-9.801e-07	-3.2275e-07
-2.5322e-07	-1.1793e-06	-1.4325e-06	-6.5872e-08	-2.2443e-07	-2.903e-07	-8.473e-07	-1.1002e-06	-1.9475e-06	1.5268e-07	-8.6181e-07	-7.0913e-07	3.5527e-09	-1.1979e-07	-1.1623e-07	1.5763e-06	-6.0764e-07	9.6861e-07	6.6621e-07	-3.0634e-07	3.5987e-07	2.1369e-06	-9.4597e-08	2.0423e-06	-2.3322e-07	-8.4048e-07	-1.0737e-06	-3.8344e-07	-6.8833e-07	-1.0718e-06	2.5205e-07	-6.4208e-07	-3.9003e-07	6.9675e-07	-4.4971e-07	2.4704e-07	6.5816e-07	-9.6339e-07	-3.0523e-07	-9.8979e-07	-4.5735e-07	-1.4471e-06	-5.2794e-07	-1.384e-07	-6.6634e-07	5.7886e-07	-6.2943e-07	-5.0574e-08	2.7329e-07	-6.3664e-07	-3.6335e-07	1.04e-06	-1.2534e-06	-2.134e-07	5.8224e-07	-1.0519e-06	-4.6965e-07	6.5889e-07	-9.8261e-07	-3.2371e-07
