HbO,1,1	HbR,1,1	HbT,1,1	HbO,1,2	HbR,1,2	HbT,1,2	HbO,1,3	HbR,1,3	HbT,1,3	HbO,2,2	HbR,2,2	HbT,2,2	HbO,2,4	HbR,2,4	HbT,2,4	HbO,3,1	HbR,3,1	HbT,3,1	HbO,3,3	HbR,3,3	HbT,3,3	HbO,4,2	HbR,4,2	HbT,4,2	HbO,4,3	HbR,4,3	HbT,4,3	HbO,4,4	HbR,4,4	HbT,4,4	HbO,5,5	HbR,5,5	HbT,5,5	HbO,5,6	HbR,5,6	HbT,5,6	HbO,5,7	HbR,5,7	HbT,5,7	HbO,6,6	HbR,6,6	HbT,6,6	HbO,6,8	HbR,6,8	HbT,6,8	HbO,7,5	HbR,7,5	HbT,7,5	HbO,7,7	HbR,7,7	HbT,7,7	HbO,8,6	HbR,8,6	HbT,8,6	HbO,8,7	HbR,8,7	HbT,8,7	HbO,8,8	HbR,8,8	HbT,8,8	
4.1821e-08	3.1681e-08	7.3503e-08	1.7884e-07	5.3839e-08	2.3268e-07	-1.1449e-07	4.5692e-08	-6.8801e-08	-7.1593e-07	-1.2386e-07	-8.3978e-07	-1.3918e-07	-2.3429e-08	-1.6261e-07	7.6447e-08	-1.6022e-07	-8.3776e-08	-1.7626e-07	1.575e-07	-1.8764e-08	-3.4673e-07	3.0688e-10	-3.4642e-07	-3.2203e-07	1.1959e-07	-2.0244e-07	1.9788e-08	-2.0879e-09	1.77e-08	2.2678e-08	4.1338e-07	4.3606e-07	-1.5417e-07	2.3068e-07	7.6516e-08	-2.9548e-07	5.9243e-08	-2.3624e-07	-4.0429e-08	2.583e-07	2.1787e-07	-2.4019e-07	1.147e-07	-1.2549e-07	1.5813e-07	1.6017e-07	3.183e-07	-1.3508e-08	1.2759e-08	-7.4938e-10	-1.5501e-07	5.4785e-08	-1.0022e-07	-3.1449e-07	1.4919e-08	-2.9957e-07	-3.8873e-09	1.0777e-07	1.0388e-07
4.0871e-08	3.0969e-08	7.184e-08	1.786e-07	5.2786e-08	2.3138e-07	-1.1448e-07	4.5446e-08	-6.9029e-08	-7.1683e-07	-1.2519e-07	-8.4202e-07	-1.3847e-07	-2.3977e-08	-1.6244e-07	7.5626e-08	-1.6153e-07	-8.5905e-08	-1.7663e-07	1.5832e-07	-1.8308e-08	-3.4661e-07	-4.1198e-10	-3.4702e-07	-3.2068e-07	1.1952e-07	-2.0116e-07	2.0574e-08	-2.9364e-09	1.7637e-08	2.2136e-08	4.1584e-07	4.3798e-07	-1.5396e-07	2.3107e-07	7.7111e-08	-2.9502e-07	6.0043e-08	-2.3497e-07	-3.8562e-08	2.5837e-07	2.198e-07	-2.3778e-07	1.1458e-07	-1.232e-07	1.6032e-07	1.6092e-07	3.2125e-07	-1.2204e-08	1.3093e-08	8.8939e-10	-1.5501e-07	5.4173e-08	-1.0083e-07	-3.1334e-07	1.4537e-08	-2.988e-07	-3.1903e-09	1.0745e-07	1.0426e-07
3.9908e-08	3.0243e-08	7.0151e-08	1.7834e-07	5.1713e-08	2.3005e-07	-1.1444e-07	4.5195e-08	-6.9248e-08	-7.177e-07	-1.2653e-07	-8.4422e-07	-1.3774e-07	-2.4528e-08	-1.6227e-07	7.4786e-08	-1.6284e-07	-8.8056e-08	-1.7698e-07	1.5914e-07	-1.7843e-08	-3.4646e-07	-1.1397e-09	-3.476e-07	-3.1928e-07	1.1944e-07	-1.9985e-07	2.1364e-08	-3.7942e-09	1.7569e-08	2.1586e-08	4.183e-07	4.3988e-07	-1.5374e-07	2.3145e-07	7.7705e-08	-2.9451e-07	6.0849e-08	-2.3366e-07	-3.6664e-08	2.5842e-07	2.2175e-07	-2.3533e-07	1.1445e-07	-1.2088e-07	1.6254e-07	1.6167e-07	3.2421e-07	-1.088e-08	1.3429e-08	2.5492e-09	-1.5498e-07	5.3548e-08	-1.0143e-07	-3.1215e-07	1.4149e-08	-2.98e-07	-2.4859e-09	1.0711e-07	1.0463e-07
3.8933e-08	2.9504e-08	6.8437e-08	1.7806e-07	5.062e-08	2.2868e-07	-1.144e-07	4.4938e-08	-6.9457e-08	-7.1852e-07	-1.2787e-07	-8.464e-07	-1.37e-07	-2.5082e-08	-1.6208e-07	7.3928e-08	-1.6416e-07	-9.0229e-08	-1.7732e-07	1.5995e-07	-1.7368e-08	-3.4629e-07	-1.8762e-09	-3.4816e-07	-3.1786e-07	1.1934e-07	-1.9851e-07	2.2158e-08	-4.6612e-09	1.7496e-08	2.103e-08	4.2074e-07	4.4177e-07	-1.535e-07	2.318e-07	7.8299e-08	-2.9397e-07	6.1662e-08	-2.3231e-07	-3.4734e-08	2.5845e-07	2.2372e-07	-2.3283e-07	1.1431e-07	-1.1852e-07	1.6477e-07	1.6242e-07	3.2718e-07	-9.5357e-09	1.3766e-08	4.2301e-09	-1.5494e-07	5.2912e-08	-1.0203e-07	-3.1092e-07	1.3754e-08	-2.9717e-07	-1.7742e-09	1.0677e-07	1.05e-07
3.7945e-08	2.8753e-08	6.6698e-08	1.7777e-07	4.9507e-08	2.2728e-07	-1.1433e-07	4.4676e-08	-6.9657e-08	-7.1931e-07	-1.2923e-07	-8.4854e-07	-1.3624e-07	-2.5639e-08	-1.6188e-07	7.3052e-08	-1.6547e-07	-9.2422e-08	-1.7765e-07	1.6077e-07	-1.6885e-08	-3.4609e-07	-2.6215e-09	-3.4871e-07	-3.1639e-07	1.1924e-07	-1.9715e-07	2.2955e-08	-5.5373e-09	1.7418e-08	2.0468e-08	4.2318e-07	4.4364e-07	-1.5324e-07	2.3213e-07	7.8894e-08	-2.9339e-07	6.2482e-08	-2.3091e-07	-3.2772e-08	2.5847e-07	2.2569e-07	-2.3028e-07	1.1417e-07	-1.1611e-07	1.6702e-07	1.6315e-07	3.3018e-07	-8.1714e-09	1.4103e-08	5.9318e-09	-1.5488e-07	5.2264e-08	-1.0261e-07	-3.0965e-07	1.3353e-08	-2.963e-07	-1.0551e-09	1.0642e-07	1.0536e-07
3.6945e-08	2.7989e-08	6.4934e-08	1.7746e-07	4.8374e-08	2.2584e-07	-1.1425e-07	4.4408e-08	-6.9846e-08	-7.2005e-07	-1.306e-07	-8.5065e-07	-1.3547e-07	-2.6199e-08	-1.6166e-07	7.2158e-08	-1.668e-07	-9.4637e-08	-1.7797e-07	1.6158e-07	-1.6392e-08	-3.4587e-07	-3.3755e-09	-3.4925e-07	-3.1488e-07	1.1912e-07	-1.9576e-07	2.3757e-08	-6.4226e-09	1.7335e-08	1.9898e-08	4.256e-07	4.455e-07	-1.5296e-07	2.3244e-07	7.9488e-08	-2.9278e-07	6.3308e-08	-2.2947e-07	-3.0779e-08	2.5846e-07	2.2768e-07	-2.2768e-07	1.1401e-07	-1.1367e-07	1.693e-07	1.6389e-07	3.3318e-07	-6.7872e-09	1.4442e-08	7.6544e-09	-1.548e-07	5.1604e-08	-1.0319e-07	-3.0834e-07	1.2946e-08	-2.954e-07	-3.2874e-10	1.0606e-07	1.0573e-07
3.5933e-08	2.7212e-08	6.3145e-08	1.7714e-07	4.7222e-08	2.2436e-07	-1.1416e-07	4.4134e-08	-7.0026e-08	-7.2075e-07	-1.3197e-07	-8.5272e-07	-1.3468e-07	-2.6762e-08	-1.6144e-07	7.1246e-08	-1.6812e-07	-9.6873e-08	-1.7828e-07	1.6239e-07	-1.589e-08	-3.4563e-07	-4.1381e-09	-3.4977e-07	-3.1334e-07	1.1899e-07	-1.9435e-07	2.4563e-08	-7.3169e-09	1.7246e-08	1.9322e-08	4.2802e-07	4.4734e-07	-1.5266e-07	2.3274e-07	8.0082e-08	-2.9213e-07	6.414e-08	-2.2799e-07	-2.8754e-08	2.5844e-07	2.2969e-07	-2.2503e-07	1.1386e-07	-1.1118e-07	1.7159e-07	1.6461e-07	3.362e-07	-5.3828e-09	1.4781e-08	9.3978e-09	-1.5469e-07	5.0933e-08	-1.0376e-07	-3.0699e-07	1.2531e-08	-2.9446e-07	4.0487e-10	1.0568e-07	1.0609e-07
3.4909e-08	2.6422e-08	6.1331e-08	1.768e-07	4.6049e-08	2.2285e-07	-1.1405e-07	4.3855e-08	-7.0196e-08	-7.2141e-07	-1.3336e-07	-8.5477e-07	-1.3387e-07	-2.7328e-08	-1.612e-07	7.0316e-08	-1.6945e-07	-9.913e-08	-1.7857e-07	1.6319e-07	-1.5379e-08	-3.4536e-07	-4.9094e-09	-3.5027e-07	-3.1177e-07	1.1885e-07	-1.9291e-07	2.5372e-08	-8.2202e-09	1.7152e-08	1.874e-08	4.3042e-07	4.4916e-07	-1.5233e-07	2.3301e-07	8.0677e-08	-2.9145e-07	6.4979e-08	-2.2647e-07	-2.6697e-08	2.5841e-07	2.3171e-07	-2.2234e-07	1.1369e-07	-1.0865e-07	1.739e-07	1.6534e-07	3.3924e-07	-3.9584e-09	1.512e-08	1.1162e-08	-1.5457e-07	5.025e-08	-1.0432e-07	-3.056e-07	1.2111e-08	-2.9349e-07	1.1457e-09	1.053e-07	1.0645e-07
3.3873e-08	2.562e-08	5.9493e-08	1.7645e-07	4.4857e-08	2.213e-07	-1.1392e-07	4.357e-08	-7.0355e-08	-7.2204e-07	-1.3475e-07	-8.5679e-07	-1.3305e-07	-2.7896e-08	-1.6095e-07	6.9368e-08	-1.7078e-07	-1.0141e-07	-1.7886e-07	1.64e-07	-1.4858e-08	-3.4507e-07	-5.6893e-09	-3.5076e-07	-3.1015e-07	1.187e-07	-1.9145e-07	2.6185e-08	-9.1325e-09	1.7053e-08	1.815e-08	4.3282e-07	4.5097e-07	-1.5199e-07	2.3327e-07	8.1272e-08	-2.9073e-07	6.5824e-08	-2.249e-07	-2.4608e-08	2.5835e-07	2.3374e-07	-2.196e-07	1.1352e-07	-1.0608e-07	1.7623e-07	1.6606e-07	3.4229e-07	-2.514e-09	1.546e-08	1.2946e-08	-1.5443e-07	4.9555e-08	-1.0488e-07	-3.0417e-07	1.1683e-08	-2.9249e-07	1.8936e-09	1.0491e-07	1.0681e-07
3.2826e-08	2.4805e-08	5.7631e-08	1.7608e-07	4.3645e-08	2.1972e-07	-1.1378e-07	4.3279e-08	-7.0504e-08	-7.2262e-07	-1.3615e-07	-8.5878e-07	-1.3222e-07	-2.8468e-08	-1.6069e-07	6.8402e-08	-1.7211e-07	-1.0371e-07	-1.7913e-07	1.648e-07	-1.4329e-08	-3.4475e-07	-6.4778e-09	-3.5123e-07	-3.085e-07	1.1854e-07	-1.8996e-07	2.7002e-08	-1.0054e-08	1.6948e-08	1.7554e-08	4.3521e-07	4.5276e-07	-1.5163e-07	2.335e-07	8.1867e-08	-2.8997e-07	6.6676e-08	-2.2329e-07	-2.2488e-08	2.5828e-07	2.3579e-07	-2.1681e-07	1.1334e-07	-1.0348e-07	1.7859e-07	1.6677e-07	3.4536e-07	-1.0495e-09	1.5801e-08	1.4752e-08	-1.5427e-07	4.8849e-08	-1.0542e-07	-3.027e-07	1.1249e-08	-2.9145e-07	2.6487e-09	1.0451e-07	1.0716e-07
3.1766e-08	2.3978e-08	5.5745e-08	1.7569e-07	4.2413e-08	2.181e-07	-1.1363e-07	4.2984e-08	-7.0643e-08	-7.2317e-07	-1.3757e-07	-8.6073e-07	-1.3137e-07	-2.9042e-08	-1.6041e-07	6.7418e-08	-1.7344e-07	-1.0602e-07	-1.7939e-07	1.656e-07	-1.379e-08	-3.4441e-07	-7.2747e-09	-3.5168e-07	-3.0681e-07	1.1836e-07	-1.8845e-07	2.7823e-08	-1.0984e-08	1.6839e-08	1.6952e-08	4.3758e-07	4.5453e-07	-1.5125e-07	2.3371e-07	8.2462e-08	-2.8918e-07	6.7534e-08	-2.2164e-07	-2.0336e-08	2.5819e-07	2.3785e-07	-2.1398e-07	1.1315e-07	-1.0083e-07	1.8096e-07	1.6748e-07	3.4844e-07	4.35e-10	1.6142e-08	1.6577e-08	-1.5408e-07	4.8131e-08	-1.0595e-07	-3.0119e-07	1.0809e-08	-2.9038e-07	3.4108e-09	1.0411e-07	1.0752e-07
3.0695e-08	2.3139e-08	5.3834e-08	1.7529e-07	4.1162e-08	2.1645e-07	-1.1345e-07	4.2682e-08	-7.0771e-08	-7.2367e-07	-1.3899e-07	-8.6266e-07	-1.305e-07	-2.9619e-08	-1.6012e-07	6.6417e-08	-1.7478e-07	-1.0836e-07	-1.7965e-07	1.664e-07	-1.3242e-08	-3.4404e-07	-8.0801e-09	-3.5212e-07	-3.0509e-07	1.1817e-07	-1.8692e-07	2.8647e-08	-1.1923e-08	1.6724e-08	1.6342e-08	4.3995e-07	4.5629e-07	-1.5085e-07	2.3391e-07	8.3057e-08	-2.8835e-07	6.8397e-08	-2.1995e-07	-1.8153e-08	2.5808e-07	2.3993e-07	-2.1109e-07	1.1295e-07	-9.8139e-08	1.8335e-07	1.6818e-07	3.5153e-07	1.9396e-09	1.6483e-08	1.8423e-08	-1.5388e-07	4.7402e-08	-1.0648e-07	-2.9964e-07	1.0362e-08	-2.8928e-07	4.18e-09	1.0369e-07	1.0787e-07
2.9613e-08	2.2287e-08	5.19e-08	1.7488e-07	3.9891e-08	2.1477e-07	-1.1326e-07	4.2375e-08	-7.0888e-08	-7.2414e-07	-1.4042e-07	-8.6456e-07	-1.2962e-07	-3.0198e-08	-1.5982e-07	6.5398e-08	-1.7612e-07	-1.1072e-07	-1.7989e-07	1.672e-07	-1.2685e-08	-3.4366e-07	-8.8939e-09	-3.5255e-07	-3.0333e-07	1.1797e-07	-1.8536e-07	2.9475e-08	-1.287e-08	1.6605e-08	1.5726e-08	4.423e-07	4.5803e-07	-1.5043e-07	2.3408e-07	8.3653e-08	-2.8749e-07	6.9267e-08	-2.1822e-07	-1.5938e-08	2.5795e-07	2.4202e-07	-2.0817e-07	1.1275e-07	-9.5412e-08	1.8576e-07	1.6887e-07	3.5464e-07	3.4642e-09	1.6825e-08	2.0289e-08	-1.5365e-07	4.6661e-08	-1.0699e-07	-2.9805e-07	9.9076e-09	-2.8814e-07	4.9561e-09	1.0326e-07	1.0822e-07
2.852e-08	2.1422e-08	4.9942e-08	1.7445e-07	3.8601e-08	2.1305e-07	-1.1306e-07	4.2063e-08	-7.0995e-08	-7.2457e-07	-1.4186e-07	-8.6642e-07	-1.2873e-07	-3.0781e-08	-1.5951e-07	6.4361e-08	-1.7746e-07	-1.131e-07	-1.8011e-07	1.68e-07	-1.2119e-08	-3.4324e-07	-9.716e-09	-3.5296e-07	-3.0154e-07	1.1776e-07	-1.8378e-07	3.0307e-08	-1.3827e-08	1.648e-08	1.5104e-08	4.4465e-07	4.5975e-07	-1.4999e-07	2.3424e-07	8.4248e-08	-2.8659e-07	7.0142e-08	-2.1645e-07	-1.3692e-08	2.5781e-07	2.4412e-07	-2.0519e-07	1.1255e-07	-9.2645e-08	1.882e-07	1.6956e-07	3.5776e-07	5.0088e-09	1.7166e-08	2.2175e-08	-1.5341e-07	4.5909e-08	-1.075e-07	-2.9642e-07	9.447e-09	-2.8697e-07	5.7392e-09	1.0283e-07	1.0857e-07
2.7415e-08	2.0546e-08	4.7961e-08	1.74e-07	3.7292e-08	2.1129e-07	-1.1284e-07	4.1745e-08	-7.1092e-08	-7.2496e-07	-1.433e-07	-8.6826e-07	-1.2782e-07	-3.1366e-08	-1.5919e-07	6.3306e-08	-1.7881e-07	-1.155e-07	-1.8033e-07	1.6879e-07	-1.1543e-08	-3.4281e-07	-1.0546e-08	-3.5335e-07	-2.9971e-07	1.1754e-07	-1.8217e-07	3.1143e-08	-1.4792e-08	1.6351e-08	1.4474e-08	4.4698e-07	4.6145e-07	-1.4953e-07	2.3437e-07	8.4845e-08	-2.8566e-07	7.1023e-08	-2.1463e-07	-1.1415e-08	2.5765e-07	2.4624e-07	-2.0217e-07	1.1233e-07	-8.9839e-08	1.9065e-07	1.7025e-07	3.609e-07	6.5735e-09	1.7508e-08	2.4081e-08	-1.5314e-07	4.5146e-08	-1.0799e-07	-2.9475e-07	8.9796e-09	-2.8577e-07	6.5291e-09	1.0238e-07	1.0891e-07
2.63e-08	1.9657e-08	4.5957e-08	1.7354e-07	3.5964e-08	2.0951e-07	-1.126e-07	4.1421e-08	-7.1177e-08	-7.2531e-07	-1.4476e-07	-8.7007e-07	-1.269e-07	-3.1953e-08	-1.5885e-07	6.2235e-08	-1.8015e-07	-1.1792e-07	-1.8054e-07	1.6958e-07	-1.0959e-08	-3.4235e-07	-1.1385e-08	-3.5373e-07	-2.9784e-07	1.173e-07	-1.8054e-07	3.1982e-08	-1.5766e-08	1.6216e-08	1.3838e-08	4.493e-07	4.6314e-07	-1.4905e-07	2.3449e-07	8.5441e-08	-2.8469e-07	7.191e-08	-2.1278e-07	-9.1067e-09	2.5748e-07	2.4837e-07	-1.991e-07	1.1211e-07	-8.6994e-08	1.9312e-07	1.7093e-07	3.6405e-07	8.1582e-09	1.7849e-08	2.6007e-08	-1.5285e-07	4.4372e-08	-1.0848e-07	-2.9304e-07	8.5054e-09	-2.8453e-07	7.3258e-09	1.0193e-07	1.0925e-07
2.5173e-08	1.8756e-08	4.3929e-08	1.7307e-07	3.4616e-08	2.0768e-07	-1.1234e-07	4.1093e-08	-7.1252e-08	-7.2562e-07	-1.4623e-07	-8.7185e-07	-1.2596e-07	-3.2544e-08	-1.5851e-07	6.1146e-08	-1.815e-07	-1.2035e-07	-1.8073e-07	1.7036e-07	-1.0365e-08	-3.4186e-07	-1.2232e-08	-3.541e-07	-2.9594e-07	1.1705e-07	-1.7888e-07	3.2825e-08	-1.6748e-08	1.6077e-08	1.3195e-08	4.5161e-07	4.6481e-07	-1.4855e-07	2.3459e-07	8.6038e-08	-2.8368e-07	7.2803e-08	-2.1088e-07	-6.7673e-09	2.5728e-07	2.5051e-07	-1.9599e-07	1.1188e-07	-8.4111e-08	1.9561e-07	1.716e-07	3.6721e-07	9.7629e-09	1.819e-08	2.7953e-08	-1.5254e-07	4.3587e-08	-1.0895e-07	-2.9129e-07	8.0245e-09	-2.8327e-07	8.1293e-09	1.0147e-07	1.096e-07
2.4036e-08	1.7843e-08	4.1879e-08	1.7258e-07	3.3249e-08	2.0583e-07	-1.1207e-07	4.0759e-08	-7.1316e-08	-7.259e-07	-1.477e-07	-8.736e-07	-1.2501e-07	-3.3136e-08	-1.5815e-07	6.0039e-08	-1.8285e-07	-1.2281e-07	-1.8091e-07	1.7115e-07	-9.7624e-09	-3.4136e-07	-1.3087e-08	-3.5444e-07	-2.94e-07	1.1679e-07	-1.7721e-07	3.3672e-08	-1.7739e-08	1.5933e-08	1.2545e-08	4.5392e-07	4.6646e-07	-1.4803e-07	2.3466e-07	8.6636e-08	-2.8265e-07	7.3701e-08	-2.0894e-07	-4.3968e-09	2.5707e-07	2.5267e-07	-1.9283e-07	1.1165e-07	-8.1189e-08	1.9812e-07	1.7227e-07	3.7039e-07	1.1388e-08	1.8531e-08	2.9919e-08	-1.5221e-07	4.2791e-08	-1.0942e-07	-2.895e-07	7.5367e-09	-2.8197e-07	8.9395e-09	1.01e-07	1.0994e-07
2.2888e-08	1.6918e-08	3.9807e-08	1.7207e-07	3.1864e-08	2.0394e-07	-1.1179e-07	4.0419e-08	-7.1369e-08	-7.2614e-07	-1.4919e-07	-8.7533e-07	-1.2405e-07	-3.3732e-08	-1.5778e-07	5.8915e-08	-1.842e-07	-1.2529e-07	-1.8108e-07	1.7193e-07	-9.1507e-09	-3.4083e-07	-1.395e-08	-3.5478e-07	-2.9203e-07	1.1652e-07	-1.7551e-07	3.4522e-08	-1.8738e-08	1.5784e-08	1.1888e-08	4.562e-07	4.6809e-07	-1.4749e-07	2.3472e-07	8.7233e-08	-2.8157e-07	7.4604e-08	-2.0697e-07	-1.9955e-09	2.5684e-07	2.5485e-07	-1.8963e-07	1.114e-07	-7.8229e-08	2.0065e-07	1.7294e-07	3.7358e-07	1.3032e-08	1.8872e-08	3.1904e-08	-1.5185e-07	4.1983e-08	-1.0987e-07	-2.8767e-07	7.042e-09	-2.8063e-07	9.7564e-09	1.0052e-07	1.1027e-07
2.173e-08	1.5982e-08	3.7712e-08	1.7155e-07	3.0459e-08	2.0201e-07	-1.1148e-07	4.0074e-08	-7.141e-08	-7.2635e-07	-1.5068e-07	-8.7703e-07	-1.2307e-07	-3.433e-08	-1.574e-07	5.7775e-08	-1.8556e-07	-1.2778e-07	-1.8124e-07	1.7271e-07	-8.5298e-09	-3.4027e-07	-1.4821e-08	-3.551e-07	-2.9002e-07	1.1624e-07	-1.7378e-07	3.5376e-08	-1.9746e-08	1.563e-08	1.1225e-08	4.5848e-07	4.6971e-07	-1.4692e-07	2.3476e-07	8.7832e-08	-2.8046e-07	7.5512e-08	-2.0495e-07	4.3664e-10	2.566e-07	2.5704e-07	-1.8639e-07	1.1116e-07	-7.5231e-08	2.032e-07	1.7359e-07	3.7679e-07	1.4697e-08	1.9212e-08	3.3909e-08	-1.5148e-07	4.1165e-08	-1.1031e-07	-2.8581e-07	6.5404e-09	-2.7927e-07	1.058e-08	1.0003e-07	1.1061e-07
2.0561e-08	1.5033e-08	3.5594e-08	1.7102e-07	2.9036e-08	2.0006e-07	-1.1116e-07	3.9724e-08	-7.1441e-08	-7.2651e-07	-1.5218e-07	-8.7869e-07	-1.2207e-07	-3.493e-08	-1.57e-07	5.6617e-08	-1.8691e-07	-1.3029e-07	-1.8139e-07	1.7349e-07	-7.8999e-09	-3.397e-07	-1.5701e-08	-3.554e-07	-2.8798e-07	1.1594e-07	-1.7203e-07	3.6234e-08	-2.0762e-08	1.5472e-08	1.0554e-08	4.6075e-07	4.713e-07	-1.4634e-07	2.3477e-07	8.8431e-08	-2.7932e-07	7.6426e-08	-2.029e-07	2.8995e-09	2.5634e-07	2.5924e-07	-1.831e-07	1.109e-07	-7.2196e-08	2.0576e-07	1.7424e-07	3.8001e-07	1.6382e-08	1.9551e-08	3.5933e-08	-1.5108e-07	4.0336e-08	-1.1074e-07	-2.839e-07	6.0319e-09	-2.7787e-07	1.141e-08	9.9536e-08	1.1095e-07
1.9383e-08	1.4073e-08	3.3455e-08	1.7047e-07	2.7594e-08	1.9807e-07	-1.1083e-07	3.9368e-08	-7.146e-08	-7.2664e-07	-1.5369e-07	-8.8034e-07	-1.2107e-07	-3.5533e-08	-1.566e-07	5.5442e-08	-1.8827e-07	-1.3283e-07	-1.8152e-07	1.7426e-07	-7.261e-09	-3.391e-07	-1.6588e-08	-3.5569e-07	-2.859e-07	1.1564e-07	-1.7026e-07	3.7095e-08	-2.1786e-08	1.5309e-08	9.8772e-09	4.63e-07	4.7288e-07	-1.4574e-07	2.3477e-07	8.903e-08	-2.7814e-07	7.7345e-08	-2.008e-07	5.3929e-09	2.5606e-07	2.6145e-07	-1.7976e-07	1.1064e-07	-6.9123e-08	2.0835e-07	1.7489e-07	3.8324e-07	1.8086e-08	1.989e-08	3.7976e-08	-1.5066e-07	3.9497e-08	-1.1116e-07	-2.8196e-07	5.5165e-09	-2.7644e-07	1.2247e-08	9.9032e-08	1.1128e-07
1.8194e-08	1.3101e-08	3.1295e-08	1.6991e-07	2.6134e-08	1.9605e-07	-1.1048e-07	3.9008e-08	-7.1468e-08	-7.2674e-07	-1.5521e-07	-8.8195e-07	-1.2005e-07	-3.6138e-08	-1.5619e-07	5.425e-08	-1.8963e-07	-1.3538e-07	-1.8165e-07	1.7503e-07	-6.613e-09	-3.3847e-07	-1.7483e-08	-3.5596e-07	-2.8379e-07	1.1532e-07	-1.6847e-07	3.796e-08	-2.2819e-08	1.5141e-08	9.1933e-09	4.6524e-07	4.7444e-07	-1.4512e-07	2.3475e-07	8.9631e-08	-2.7693e-07	7.8268e-08	-1.9866e-07	7.9167e-09	2.5577e-07	2.6368e-07	-1.7638e-07	1.1037e-07	-6.6014e-08	2.1095e-07	1.7553e-07	3.8648e-07	1.9811e-08	2.0228e-08	4.0038e-08	-1.5021e-07	3.8646e-08	-1.1157e-07	-2.7997e-07	4.9941e-09	-2.7498e-07	1.309e-08	9.852e-08	1.1161e-07
1.6995e-08	1.2118e-08	2.9112e-08	1.6934e-07	2.4655e-08	1.9399e-07	-1.1011e-07	3.8641e-08	-7.1464e-08	-7.268e-07	-1.5674e-07	-8.8354e-07	-1.1902e-07	-3.6745e-08	-1.5576e-07	5.3042e-08	-1.9099e-07	-1.3794e-07	-1.8176e-07	1.758e-07	-5.9561e-09	-3.3783e-07	-1.8385e-08	-3.5621e-07	-2.8164e-07	1.1499e-07	-1.6666e-07	3.8828e-08	-2.386e-08	1.4969e-08	8.5025e-09	4.6748e-07	4.7598e-07	-1.4448e-07	2.3471e-07	9.0231e-08	-2.7569e-07	7.9197e-08	-1.9649e-07	1.0471e-08	2.5546e-07	2.6593e-07	-1.7296e-07	1.101e-07	-6.2867e-08	2.1358e-07	1.7616e-07	3.8974e-07	2.1555e-08	2.0565e-08	4.212e-08	-1.4975e-07	3.7785e-08	-1.1196e-07	-2.7795e-07	4.4647e-09	-2.7348e-07	1.3939e-08	9.7999e-08	1.1194e-07
1.5786e-08	1.1123e-08	2.6909e-08	1.6875e-07	2.3158e-08	1.9191e-07	-1.0972e-07	3.827e-08	-7.1449e-08	-7.2682e-07	-1.5828e-07	-8.851e-07	-1.1797e-07	-3.7355e-08	-1.5533e-07	5.1817e-08	-1.9235e-07	-1.4053e-07	-1.8186e-07	1.7657e-07	-5.2902e-09	-3.3716e-07	-1.9296e-08	-3.5646e-07	-2.7946e-07	1.1464e-07	-1.6482e-07	3.9701e-08	-2.4909e-08	1.4792e-08	7.8047e-09	4.6969e-07	4.775e-07	-1.4382e-07	2.3465e-07	9.0833e-08	-2.7441e-07	8.013e-08	-1.9428e-07	1.3055e-08	2.5513e-07	2.6819e-07	-1.695e-07	1.0982e-07	-5.9684e-08	2.1622e-07	1.7679e-07	3.9301e-07	2.3319e-08	2.0901e-08	4.422e-08	-1.4926e-07	3.6914e-08	-1.1234e-07	-2.7589e-07	3.9282e-09	-2.7196e-07	1.4795e-08	9.7471e-08	1.1227e-07
1.4568e-08	1.0116e-08	2.4685e-08	1.6814e-07	2.1643e-08	1.8979e-07	-1.0932e-07	3.7893e-08	-7.1422e-08	-7.2681e-07	-1.5982e-07	-8.8663e-07	-1.1691e-07	-3.7967e-08	-1.5488e-07	5.0575e-08	-1.9371e-07	-1.4313e-07	-1.8195e-07	1.7733e-07	-4.6153e-09	-3.3647e-07	-2.0214e-08	-3.5668e-07	-2.7725e-07	1.1429e-07	-1.6296e-07	4.0576e-08	-2.5966e-08	1.4611e-08	7.1002e-09	4.719e-07	4.79e-07	-1.4314e-07	2.3457e-07	9.1435e-08	-2.7309e-07	8.1068e-08	-1.9203e-07	1.567e-08	2.5479e-07	2.7046e-07	-1.6599e-07	1.0953e-07	-5.6466e-08	2.1888e-07	1.7741e-07	3.963e-07	2.5103e-08	2.1236e-08	4.6339e-08	-1.4874e-07	3.6032e-08	-1.1271e-07	-2.7379e-07	3.3847e-09	-2.704e-07	1.5657e-08	9.6934e-08	1.1259e-07
